,a bearded man in black sitting at a desk,a black haired woman dressed in white,a black vase of red flowers in the red background,a duck,a family having dinner,a forest with 3 tall trees standing out,a forest with a cabin in the middle,a forest with houses in front,a house with some trees with people standing on the grass,a man in black tuxedo standing,a man with moustache in a black suit,"a mother, a daughter and a son",a pot of flowers near the closed window in the back,a red haired woman in a green dress,a statue of a man head,bald men in black sitting in a dark room,forest with white tree barks,multiple jars of flowers,people socializing downtown,some trees with a pond in the background
a man with moustache in a black suit,0.56640625,0.421875,0.0294189453125,0.0245361328125,0.236328125,0.0103759765625,0.034423828125,0.119140625,0.02734375,0.2470703125,0.6171875,0.35546875,0.2431640625,0.2421875,0.154296875,0.259765625,-0.01373291015625,0.0113525390625,0.10986328125,-0.00024318695068359375
"a mother, a daughter and a son",0.373046875,0.48828125,0.0712890625,0.03173828125,0.31640625,-0.0242919921875,0.0128173828125,0.2177734375,0.02734375,0.05859375,0.22265625,0.59765625,0.291015625,0.3203125,0.02099609375,0.201171875,0.009033203125,-0.00067138671875,0.0771484375,-0.0191650390625
a pot of flowers near the closed window in the back,0.177734375,0.189453125,0.1806640625,-0.00604248046875,0.228515625,0.0091552734375,0.0166015625,0.11865234375,-0.005096435546875,0.0245361328125,0.05908203125,0.220703125,0.3671875,0.12109375,0.01611328125,0.053466796875,0.0281982421875,0.09619140625,0.07666015625,0.0146484375
a red haired woman in a green dress,0.3046875,0.609375,0.052978515625,0.029296875,0.2451171875,0.003326416015625,0.0125732421875,0.1728515625,0.048095703125,0.040771484375,0.205078125,0.5078125,0.22265625,0.408203125,0.099609375,0.1572265625,0.0224609375,-0.01019287109375,0.11572265625,0.0021209716796875
a statue of a man head,0.337890625,0.212890625,0.023193359375,0.00921630859375,0.03271484375,-0.0093994140625,-9.918212890625e-05,0.052001953125,0.0179443359375,0.10009765625,0.28515625,0.1904296875,0.09033203125,0.1376953125,0.69140625,0.171875,-0.0079345703125,0.0174560546875,0.048828125,-0.00518798828125
bald men in black sitting in a dark room,0.5078125,0.2158203125,0.0673828125,-0.002899169921875,0.2197265625,0.019287109375,0.00799560546875,0.1044921875,0.00250244140625,0.056640625,0.234375,0.265625,0.181640625,0.1357421875,0.04833984375,0.28515625,-0.03955078125,0.00162506103515625,0.042236328125,-0.02587890625
forest with white tree barks,0.10400390625,0.185546875,0.0028839111328125,0.00885009765625,0.1015625,0.197265625,0.2275390625,0.2470703125,0.010498046875,0.004119873046875,0.048583984375,0.1416015625,0.1806640625,0.0625,0.0213623046875,0.0245361328125,0.71484375,-0.00567626953125,0.1064453125,0.1611328125
multiple jars of flowers,0.16796875,0.1953125,0.265625,0.02294921875,0.244140625,0.01031494140625,-0.005859375,0.158203125,0.0361328125,-0.01153564453125,0.044189453125,0.19140625,0.46875,0.0673828125,0.048828125,0.08740234375,0.0026092529296875,0.4453125,0.1171875,0.027099609375
people socializing downtown,0.25390625,0.302734375,0.0291748046875,-0.003143310546875,0.306640625,0.02490234375,0.0673828125,0.33984375,0.0361328125,-0.0264892578125,0.11083984375,0.359375,0.279296875,0.1455078125,0.01708984375,0.126953125,0.056640625,0.048828125,0.26171875,0.035888671875
some trees with a pond in the background,0.1982421875,0.1884765625,0.030517578125,0.052734375,0.11572265625,0.21875,0.09033203125,0.369140625,0.02099609375,-0.01373291015625,0.10400390625,0.171875,0.15625,0.095703125,0.01190185546875,0.09716796875,0.1669921875,0.005401611328125,0.0869140625,0.318359375
