,a bearded man in black sitting at a desk,a black haired woman dressed in white,a black vase of red flowers in the red background,a duck,a family having dinner,a forest with 3 tall trees standing out,a forest with a cabin in the middle,a forest with houses in front,a house with some trees with people standing on the grass,a man in black tuxedo standing,a man with moustache in a black suit,"a mother, a daughter and a son",a pot of flowers near the closed window in the back,a red haired woman in a green dress,a statue of a man head,bald men in black sitting in a dark room,forest with white tree barks,multiple jars of flowers,people socializing downtown,some trees with a pond in the background
a man with moustache in a black suit,0.6992027163505554,0.5320261716842651,0.3686363995075226,0.359618604183197,0.5158629417419434,0.3632088899612427,0.3242378532886505,0.47476014494895935,0.39461976289749146,0.4412011504173279,0.7120417356491089,0.5029566884040833,0.47916489839553833,0.5800080895423889,0.6198300719261169,0.4833931624889374,0.38671791553497314,0.3067966401576996,0.382229208946228,0.4484800696372986
"a mother, a daughter and a son",0.5703754425048828,0.6248749494552612,0.5298775434494019,0.43573248386383057,0.7880034446716309,0.4751601219177246,0.46003860235214233,0.6443625688552856,0.49866384267807007,0.49314576387405396,0.5208184719085693,0.7594870328903198,0.6735214591026306,0.6433506608009338,0.5008730292320251,0.5835869908332825,0.517336368560791,0.4581989645957947,0.5348912477493286,0.5801972150802612
a pot of flowers near the closed window in the back,0.40880337357521057,0.588847279548645,0.6521368026733398,0.45287126302719116,0.6604490280151367,0.4915269613265991,0.4567304253578186,0.6296318769454956,0.46575284004211426,0.4720342755317688,0.39511680603027344,0.6039057970046997,0.7870100736618042,0.5927176475524902,0.46124014258384705,0.525251030921936,0.5873540043830872,0.5972170233726501,0.5539071559906006,0.6154801845550537
a red haired woman in a green dress,0.5037325620651245,0.6051163077354431,0.535584568977356,0.44658008217811584,0.6053023338317871,0.4694474935531616,0.39745256304740906,0.5642186403274536,0.46470344066619873,0.5116087794303894,0.572160542011261,0.6311830282211304,0.5926952958106995,0.6916083097457886,0.6013978719711304,0.5603231191635132,0.5123692750930786,0.457680881023407,0.4692181348800659,0.5676610469818115
a statue of a man head,0.6637529134750366,0.5108093619346619,0.4306367337703705,0.40847063064575195,0.4703240990638733,0.42826607823371887,0.3742629289627075,0.5010648369789124,0.36979562044143677,0.447147399187088,0.5761175155639648,0.5498308539390564,0.46576255559921265,0.5061513781547546,0.7246711850166321,0.5433449149131775,0.4942329525947571,0.38283485174179077,0.4273775815963745,0.5335096716880798
bald men in black sitting in a dark room,0.6435695886611938,0.4965122938156128,0.4095083475112915,0.37435483932495117,0.6355507969856262,0.4016055464744568,0.3699115514755249,0.5191242694854736,0.4437444806098938,0.4374898374080658,0.56978839635849,0.6031294465065002,0.5071489214897156,0.5280226469039917,0.5672850608825684,0.6321700811386108,0.44983285665512085,0.3530407249927521,0.39593589305877686,0.5103771686553955
forest with white tree barks,0.4466997981071472,0.5899640917778015,0.6067098379135132,0.5738877058029175,0.626981258392334,0.7075728178024292,0.6635749340057373,0.7609128355979919,0.548457145690918,0.5627023577690125,0.3827179968357086,0.6198782920837402,0.7117728590965271,0.624538779258728,0.46143776178359985,0.522428572177887,0.7867995500564575,0.6188191175460815,0.6691137552261353,0.7997159957885742
multiple jars of flowers,0.4894416332244873,0.5976548194885254,0.7090209722518921,0.4487076997756958,0.6763371229171753,0.5582049489021301,0.453769326210022,0.6862785816192627,0.5458573698997498,0.549720823764801,0.4672417938709259,0.6518416404724121,0.770015299320221,0.6305592656135559,0.5126664042472839,0.5644620656967163,0.6327438354492188,0.6471160054206848,0.5735864043235779,0.6452575922012329
people socializing downtown,0.5097789764404297,0.473686158657074,0.3926307260990143,0.4056197702884674,0.693284273147583,0.43172410130500793,0.4098316729068756,0.6238307952880859,0.44179192185401917,0.39123696088790894,0.45688652992248535,0.5971208810806274,0.5431200861930847,0.5282855033874512,0.45443204045295715,0.4960617423057556,0.46102556586265564,0.39797863364219666,0.5572936534881592,0.5670039057731628
some trees with a pond in the background,0.5474659204483032,0.5742850303649902,0.5428855419158936,0.5370838046073914,0.6274418234825134,0.6696617603302002,0.5810041427612305,0.7676281332969666,0.5399699211120605,0.49918603897094727,0.4814806878566742,0.6310078501701355,0.6585182547569275,0.6274980306625366,0.5203909873962402,0.5418345332145691,0.7081916928291321,0.507931649684906,0.5619919300079346,0.801450788974762
