,a bearded man in black sitting at a desk,a black haired woman dressed in white,a black vase of red flowers in the red background,a duck,a family having dinner,a forest with 3 tall trees standing out,a forest with a cabin in the middle,a forest with houses in front,a house with some trees with people standing on the grass,a man in black tuxedo standing,a man with moustache in a black suit,"a mother, a daughter and a son",a pot of flowers near the closed window in the back,a red haired woman in a green dress,a statue of a man head,bald men in black sitting in a dark room,forest with white tree barks,multiple jars of flowers,people socializing downtown,some trees with a pond in the background
a man with moustache in a black suit,0.6971836090087891,0.5587178468704224,0.4071863889694214,0.4562312960624695,0.5594569444656372,0.4001816511154175,0.31820422410964966,0.5207317471504211,0.48357725143432617,0.45137566328048706,0.730827808380127,0.5187689065933228,0.5130646824836731,0.6122322082519531,0.6076289415359497,0.5372819900512695,0.3739871382713318,0.39339572191238403,0.4392727315425873,0.5422183871269226
"a mother, a daughter and a son",0.6517922878265381,0.6481860876083374,0.5736427903175354,0.5220810174942017,0.7895251512527466,0.5169606804847717,0.4543747305870056,0.6858524680137634,0.5707926154136658,0.5178813934326172,0.5398769378662109,0.7306585311889648,0.6979140043258667,0.7226911783218384,0.5268122553825378,0.6225541830062866,0.49719852209091187,0.5349201560020447,0.6185412406921387,0.6564505100250244
a pot of flowers near the closed window in the back,0.41892969608306885,0.5802692770957947,0.705917239189148,0.5443331599235535,0.5951176285743713,0.5343284606933594,0.4601462185382843,0.6264241933822632,0.5585561990737915,0.48423048853874207,0.40263742208480835,0.5891040563583374,0.7829935550689697,0.59395432472229,0.48176145553588867,0.5756113529205322,0.5786653161048889,0.6572751998901367,0.6144129633903503,0.6330400109291077
a red haired woman in a green dress,0.48888707160949707,0.6258404850959778,0.5815640687942505,0.5285444259643555,0.5848562121391296,0.4987134337425232,0.3994232416152954,0.5644041895866394,0.5372403860092163,0.5196439623832703,0.5726671814918518,0.6183117628097534,0.599955141544342,0.6544210910797119,0.6145670413970947,0.6099064946174622,0.49817195534706116,0.5371328592300415,0.5066534876823425,0.5914326906204224
a statue of a man head,0.6282327175140381,0.5176509618759155,0.4916074275970459,0.4552757740020752,0.4847186803817749,0.46165430545806885,0.3819354772567749,0.521030068397522,0.4423139691352844,0.46048784255981445,0.6021241545677185,0.5268865823745728,0.46832144260406494,0.5219097137451172,0.7150834798812866,0.5586886405944824,0.4914722144603729,0.4591975808143616,0.44047051668167114,0.5537592768669128
bald men in black sitting in a dark room,0.684705376625061,0.5219019055366516,0.44471296668052673,0.45170295238494873,0.7293403148651123,0.448421835899353,0.36715853214263916,0.5538285970687866,0.5411233901977539,0.454330712556839,0.5695570111274719,0.5907273292541504,0.5481016039848328,0.5864083766937256,0.581949770450592,0.6589003205299377,0.43354812264442444,0.41483861207962036,0.4760224223136902,0.5869060754776001
forest with white tree barks,0.46617352962493896,0.5831513404846191,0.6581383943557739,0.6740739345550537,0.5594328045845032,0.7319282293319702,0.6590867042541504,0.753625750541687,0.6385189294815063,0.5714733600616455,0.3814164102077484,0.6183584928512573,0.689714252948761,0.623740017414093,0.49174949526786804,0.5973856449127197,0.7477334141731262,0.7130678296089172,0.7164927124977112,0.7917559742927551
multiple jars of flowers,0.527396023273468,0.5989409685134888,0.7551161050796509,0.5388668179512024,0.6215693354606628,0.5846156477928162,0.45464903116226196,0.7275981903076172,0.6184600591659546,0.5671642422676086,0.48267197608947754,0.6283432245254517,0.7764201760292053,0.6676800847053528,0.5383157730102539,0.6125391721725464,0.6043403148651123,0.7139553427696228,0.6341949701309204,0.6744518876075745
people socializing downtown,0.6032769083976746,0.4856465756893158,0.44046106934547424,0.4580896198749542,0.6949183940887451,0.45590654015541077,0.41583409905433655,0.6774423718452454,0.5389605760574341,0.40045368671417236,0.47485607862472534,0.583702802658081,0.5711963772773743,0.6137829422950745,0.4642457067966461,0.5144459009170532,0.4579694867134094,0.48548224568367004,0.634177565574646,0.6366243362426758
some trees with a pond in the background,0.5685598850250244,0.5677680969238281,0.5947669744491577,0.6357784271240234,0.5987032651901245,0.6883111000061035,0.5774897933006287,0.8003743290901184,0.6478461027145386,0.5103021264076233,0.487373948097229,0.6450933218002319,0.6678710579872131,0.6644569039344788,0.5433743000030518,0.5748239755630493,0.6762863397598267,0.5929563045501709,0.6019917726516724,0.8293184041976929
