,a bearded man in black sitting at a desk,a black haired woman dressed in white,a black vase of red flowers in the red background,a duck,a family having dinner,a forest with 3 tall trees standing out,a forest with a cabin in the middle,a forest with houses in front,a house with some trees with people standing on the grass,a man in black tuxedo standing,a man with moustache in a black suit,"a mother, a daughter and a son",a pot of flowers near the closed window in the back,a red haired woman in a green dress,a statue of a man head,bald men in black sitting in a dark room,forest with white tree barks,multiple jars of flowers,people socializing downtown,some trees with a pond in the background
a man with moustache in a black suit,0.7051602602005005,0.5717272162437439,0.425149142742157,0.4630019962787628,0.5625371932983398,0.45427656173706055,0.3190844655036926,0.512829065322876,0.4603103995323181,0.45096734166145325,0.7144639492034912,0.5287942886352539,0.5167779922485352,0.6138351559638977,0.5985783338546753,0.5425088405609131,0.3708335757255554,0.4139801263809204,0.4603930711746216,0.5546369552612305
"a mother, a daughter and a son",0.633130669593811,0.6543867588043213,0.5908517837524414,0.5377299785614014,0.7818430662155151,0.5622168779373169,0.45302289724349976,0.6813235282897949,0.5657700300216675,0.5038977861404419,0.5393660068511963,0.7391332983970642,0.7032226324081421,0.7150272727012634,0.5206153392791748,0.6376549005508423,0.5006527304649353,0.5697876214981079,0.6400319337844849,0.6624961495399475
a pot of flowers near the closed window in the back,0.431669682264328,0.5791503190994263,0.7178890109062195,0.543926477432251,0.5744806528091431,0.5719164609909058,0.4645223915576935,0.6238707900047302,0.56360924243927,0.47399795055389404,0.4049093425273895,0.5887213945388794,0.7834855318069458,0.5813441872596741,0.4859525263309479,0.5867319107055664,0.5803816914558411,0.6819677948951721,0.6278738379478455,0.6262586712837219
a red haired woman in a green dress,0.4949021339416504,0.6386896371841431,0.5903432965278625,0.5353829264640808,0.5727729797363281,0.5325503945350647,0.4026707708835602,0.5601173043251038,0.529334545135498,0.515648603439331,0.5734380483627319,0.6214908957481384,0.6049269437789917,0.6432645320892334,0.6161628365516663,0.6162037253379822,0.4987714886665344,0.5548673868179321,0.5311601758003235,0.5910414457321167
a statue of a man head,0.6629008054733276,0.5176573991775513,0.4951252341270447,0.4580947756767273,0.4859311282634735,0.49081483483314514,0.383563756942749,0.516993522644043,0.4366004168987274,0.4510113000869751,0.6018218994140625,0.5212987065315247,0.4744998514652252,0.5141709446907043,0.7285718321800232,0.5625768899917603,0.48790138959884644,0.4755411744117737,0.4704018831253052,0.5479186177253723
bald men in black sitting in a dark room,0.6666246056556702,0.5304813385009766,0.4586891829967499,0.46423858404159546,0.7223085165023804,0.49412041902542114,0.36467814445495605,0.5419278144836426,0.5199247598648071,0.44104692339897156,0.5767485499382019,0.5945285558700562,0.5484839677810669,0.5743185877799988,0.5769416093826294,0.6656506061553955,0.43509814143180847,0.4302120804786682,0.49609559774398804,0.5863420367240906
forest with white tree barks,0.47948241233825684,0.5749220252037048,0.6619531512260437,0.6859913468360901,0.5318496227264404,0.7848852276802063,0.66164231300354,0.7455042600631714,0.6417723894119263,0.5671741366386414,0.388171911239624,0.6182492971420288,0.688270628452301,0.6331222057342529,0.490556925535202,0.6107379198074341,0.7598353028297424,0.7218416929244995,0.7106391191482544,0.7835512161254883
multiple jars of flowers,0.5443792343139648,0.600931704044342,0.7744556069374084,0.5449663996696472,0.6018446683883667,0.627630352973938,0.4565862715244293,0.7228498458862305,0.6155083179473877,0.5607937574386597,0.4752303957939148,0.6330229043960571,0.7767232656478882,0.6720293164253235,0.5375325679779053,0.6161914467811584,0.6070467233657837,0.756117045879364,0.6495307683944702,0.6842460036277771
people socializing downtown,0.5814876556396484,0.4930618405342102,0.4487839937210083,0.4701719582080841,0.6789478063583374,0.5074137449264526,0.4136795997619629,0.672817051410675,0.5264734029769897,0.3958733379840851,0.4834345579147339,0.5882675647735596,0.5798214673995972,0.5979231595993042,0.4559905529022217,0.5218929052352905,0.45168930292129517,0.5255552530288696,0.6519980430603027,0.6450309157371521
some trees with a pond in the background,0.5940005779266357,0.5647474527359009,0.6050286889076233,0.6461060047149658,0.581017255783081,0.7439015507698059,0.5806201696395874,0.7820616364479065,0.6531587839126587,0.5076937675476074,0.4927811920642853,0.6448578834533691,0.6729829907417297,0.6712949275970459,0.5388335585594177,0.5791960954666138,0.6786717176437378,0.6182169318199158,0.6168801188468933,0.8284726142883301
